Airport;Terminal;Date;Hour;U.S. Citizen;;Non U.S. Citizen;;All;;;;;;;;;;;;
;;;;;;;;Wait Times;;Number Of Passengers Time Interval;;;;;;;;;;
;;;;Average Wait;Max Wait;Average Wait;Max Wait;Average Wait;Max Wait;0-15;16-30;31-45;46-60;61-90;91-120;120 plus;Excluded;Total;Flights;Booths
;;;;Time;Time;Time;Time;Time;Time;;;;;;;;;;;
LAX;Tom Bradley International Terminal;01/05/2019;0500 - 0600;16;32;23;49;18;49;203;289;24;7;0;0;0;12;535;2;20
LAX;Tom Bradley International Terminal;01/05/2019;0600 - 0700;12;32;21;50;17;50;952;585;222;23;0;0;0;52;1834;6;24
LAX;Tom Bradley International Terminal;01/05/2019;0700 - 0800;11;46;16;46;13;46;1370;479;192;3;0;0;0;60;2104;7;22
LAX;Tom Bradley International Terminal;01/05/2019;0800 - 0900;13;49;29;86;23;86;1085;553;304;212;180;0;0;72;2406;8;29
LAX;Tom Bradley International Terminal;01/05/2019;0900 - 1000;16;64;29;70;22;70;883;597;168;236;61;0;0;56;2001;8;25
LAX;Tom Bradley International Terminal;01/05/2019;1000 - 1100;5;32;7;26;6;32;472;45;3;0;0;0;0;10;530;2;16
LAX;Tom Bradley International Terminal;01/05/2019;1100 - 1200;14;59;21;66;17;66;1119;767;153;97;15;0;0;65;2216;9;25
LAX;Tom Bradley International Terminal;01/05/2019;1200 - 1300;8;34;14;40;12;40;749;209;60;0;0;0;0;34;1052;4;27
LAX;Tom Bradley International Terminal;01/05/2019;1300 - 1400;14;37;16;39;15;39;1421;1020;181;0;0;0;0;84;2706;8;33
LAX;Tom Bradley International Terminal;01/05/2019;1400 - 1500;17;52;24;61;20;61;1033;833;370;125;5;0;0;71;2437;10;35
LAX;Tom Bradley International Terminal;01/05/2019;1500 - 1600;11;40;15;40;13;40;599;252;40;0;0;0;0;29;920;3;34
LAX;Tom Bradley International Terminal;01/05/2019;1600 - 1700;12;50;19;50;16;50;1377;751;225;29;0;0;0;68;2450;10;37
LAX;Tom Bradley International Terminal;01/05/2019;1700 - 1800;11;66;25;70;17;70;1104;429;161;136;46;0;0;52;1928;7;32
LAX;Tom Bradley International Terminal;01/05/2019;1800 - 1900;18;63;36;80;24;80;850;849;265;192;136;0;0;73;2365;9;32
LAX;Tom Bradley International Terminal;01/05/2019;1900 - 2000;16;58;32;78;22;78;934;640;326;187;93;0;0;78;2258;9;38
LAX;Tom Bradley International Terminal;01/05/2019;2000 - 2100;12;55;18;55;14;55;616;165;66;42;0;0;0;38;927;4;28
LAX;Tom Bradley International Terminal;01/05/2019;2100 - 2200;12;37;13;35;12;37;358;225;12;0;0;0;0;23;618;4;20
LAX;Tom Bradley International Terminal;01/05/2019;2200 - 2300;18;66;18;65;18;66;1009;503;275;82;18;0;0;74;1961;11;20
LAX;Tom Bradley International Terminal;01/05/2019;2300 - 0000;14;74;22;76;16;76;868;338;127;58;22;0;0;73;1486;9;20
LAX;Satellite 2;01/06/2019;0600 - 0700;13;16;0;0;13;16;9;2;0;0;0;0;0;1;12;1;0
LAX;Satellite 2;01/06/2019;0700 - 0800;19;30;0;0;19;30;8;4;0;0;0;0;0;0;12;1;0
LAX;Satellite 2;01/06/2019;0900 - 1000;7;23;10;23;8;23;137;20;0;0;0;0;0;5;162;2;5
LAX;Satellite 2;01/06/2019;1100 - 1200;15;35;15;37;15;37;233;158;22;0;0;0;0;12;425;3;8
LAX;Satellite 2;01/06/2019;1200 - 1300;14;30;18;34;15;34;172;169;7;0;0;0;0;12;360;3;7
LAX;Satellite 2;01/06/2019;1300 - 1400;12;42;24;53;17;53;144;57;24;19;0;0;0;4;248;1;5
LAX;Satellite 2;01/06/2019;1400 - 1500;10;20;11;20;10;20;163;33;0;0;0;0;0;4;200;1;5
LAX;Satellite 2;01/06/2019;1500 - 1600;13;25;13;28;13;28;134;94;0;0;0;0;0;8;236;1;7
LAX;Satellite 2;01/06/2019;1600 - 1700;7;16;11;14;7;16;157;5;0;0;0;0;0;2;164;1;5
LAX;Satellite 2;01/06/2019;1700 - 1800;13;35;10;18;12;35;115;54;4;0;0;0;0;3;176;2;4
LAX;Satellite 2;01/06/2019;1800 - 1900;7;17;8;17;8;17;434;16;0;0;0;0;0;12;462;4;5
LAX;Satellite 2;01/06/2019;2200 - 2300;5;8;0;0;5;8;9;0;0;0;0;0;0;2;11;1;0
LAX;Satellite 7;01/06/2019;0500 - 0600;24;30;0;0;24;30;0;7;0;0;0;0;0;1;8;1;0
LAX;Satellite 7;01/06/2019;0600 - 0700;15;18;0;0;15;18;6;7;0;0;0;0;0;0;13;1;0
LAX;Satellite 7;01/06/2019;0900 - 1000;10;24;19;42;14;42;156;61;26;0;0;0;0;8;251;1;5
LAX;Satellite 7;01/06/2019;1000 - 1100;11;22;16;27;13;27;116;61;0;0;0;0;0;4;181;1;5
LAX;Satellite 7;01/06/2019;1300 - 1400;8;15;12;15;9;15;115;0;0;0;0;0;0;4;119;1;7
LAX;Satellite 7;01/06/2019;1500 - 1600;8;21;24;67;16;67;273;86;17;22;15;0;0;14;427;2;7
LAX;Satellite 7;01/06/2019;1600 - 1700;9;22;9;19;9;22;379;59;0;0;0;0;0;15;453;3;5
LAX;Satellite 7;01/06/2019;1700 - 1800;15;45;18;45;16;45;388;197;104;0;0;0;0;20;709;4;6
LAX;Satellite 7;01/06/2019;1800 - 1900;19;21;0;0;19;21;0;5;0;0;0;0;0;1;6;1;0
LAX;Satellite 7;01/06/2019;1900 - 2000;29;44;0;0;29;44;0;22;10;0;0;0;0;1;33;2;0
LAX;Satellite 7;01/06/2019;2000 - 2100;21;27;0;0;21;27;2;24;0;0;0;0;0;2;28;2;0
LAX;Satellite 7;01/06/2019;2100 - 2200;25;32;25;26;25;32;0;26;3;0;0;0;0;1;30;1;0
LAX;Satellite 7;01/06/2019;2200 - 2300;20;25;0;0;20;25;4;11;0;0;0;0;0;0;15;2;0
LAX;Terminal 4;01/06/2019;0500 - 0600;17;32;0;0;17;32;13;15;3;0;0;0;0;2;33;2;0
LAX;Terminal 4;01/06/2019;0600 - 0700;14;21;0;0;14;21;9;4;0;0;0;0;0;0;13;1;0
LAX;Terminal 4;01/06/2019;1100 - 1200;14;56;30;59;21;59;149;50;40;39;0;0;0;7;285;1;8
LAX;Terminal 4;01/06/2019;1200 - 1300;21;31;52;98;49;98;19;82;40;25;86;24;0;8;284;1;7
LAX;Terminal 4;01/06/2019;1300 - 1400;17;29;0;0;17;29;5;2;0;0;0;0;0;0;7;1;0
LAX;Terminal 4;01/06/2019;1500 - 1600;18;40;22;51;19;51;219;145;68;18;0;0;0;15;465;2;8
LAX;Terminal 4;01/06/2019;1600 - 1700;20;80;39;89;33;89;35;148;46;23;43;0;0;9;304;1;9
LAX;Tom Bradley International Terminal;01/06/2019;0000 - 0100;12;36;21;36;14;36;119;37;24;0;0;0;0;5;185;1;11
LAX;Tom Bradley International Terminal;01/06/2019;0500 - 0600;19;45;21;52;19;52;409;459;141;15;0;0;0;30;1054;4;21
LAX;Tom Bradley International Terminal;01/06/2019;0600 - 0700;11;54;25;67;19;67;1575;534;188;306;71;0;0;83;2757;9;24
LAX;Tom Bradley International Terminal;01/06/2019;0700 - 0800;13;54;22;54;16;54;615;323;80;61;0;0;0;36;1115;4;19
LAX;Tom Bradley International Terminal;01/06/2019;0800 - 0900;12;41;47;112;39;112;773;620;177;102;319;369;0;66;2426;8;36
LAX;Tom Bradley International Terminal;01/06/2019;0900 - 1000;8;41;21;74;15;74;1214;159;122;117;66;0;0;48;1726;7;31
LAX;Tom Bradley International Terminal;01/06/2019;1000 - 1100;10;36;11;32;10;36;539;139;9;0;0;0;0;21;708;3;16
LAX;Tom Bradley International Terminal;01/06/2019;1100 - 1200;16;51;26;75;20;75;882;687;305;89;48;0;0;69;2080;8;22
LAX;Tom Bradley International Terminal;01/06/2019;1200 - 1300;10;52;24;60;20;60;549;213;201;121;0;0;0;39;1123;4;38
LAX;Tom Bradley International Terminal;01/06/2019;1300 - 1400;17;84;45;123;33;123;1130;1034;331;126;321;305;12;99;3358;9;36
LAX;Tom Bradley International Terminal;01/06/2019;1400 - 1500;14;73;38;106;27;106;663;421;105;86;132;89;0;48;1544;6;27
LAX;Tom Bradley International Terminal;01/06/2019;1600 - 1700;10;47;20;59;16;59;1485;503;322;117;0;0;0;98;2525;9;46
LAX;Tom Bradley International Terminal;01/06/2019;1700 - 1800;18;62;30;73;24;73;933;1080;578;216;93;0;0;90;2990;9;45
LAX;Tom Bradley International Terminal;01/06/2019;1800 - 1900;16;81;34;84;25;84;1077;1058;233;294;233;0;0;90;2985;13;39
LAX;Tom Bradley International Terminal;01/06/2019;1900 - 2000;22;83;45;91;31;91;376;492;173;96;240;3;0;41;1421;6;34
LAX;Tom Bradley International Terminal;01/06/2019;2000 - 2100;16;53;26;53;19;53;410;388;160;25;0;0;0;29;1012;6;19
LAX;Tom Bradley International Terminal;01/06/2019;2100 - 2200;20;60;23;60;21;60;95;329;28;19;0;0;0;9;480;3;13
LAX;Tom Bradley International Terminal;01/06/2019;2200 - 2300;13;38;14;40;14;40;704;564;19;0;0;0;0;56;1343;9;15
LAX;Tom Bradley International Terminal;01/06/2019;2300 - 0000;9;39;12;39;10;39;484;142;8;0;0;0;0;34;668;4;15
LAX;Satellite 2;01/07/2019;0700 - 0800;14;20;0;0;14;20;5;3;0;0;0;0;0;0;8;1;0
LAX;Satellite 2;01/07/2019;0900 - 1000;13;44;17;44;15;44;133;62;18;0;0;0;0;8;221;2;5
LAX;Satellite 2;01/07/2019;1000 - 1100;7;18;7;15;7;18;85;3;0;0;0;0;0;2;90;1;5
LAX;Satellite 2;01/07/2019;1100 - 1200;10;21;11;21;10;21;310;64;0;0;0;0;0;10;384;2;5
LAX;Satellite 2;01/07/2019;1200 - 1300;10;25;11;27;11;27;401;140;0;0;0;0;0;17;558;3;4
LAX;Satellite 2;01/07/2019;1300 - 1400;9;19;12;20;10;20;161;35;0;0;0;0;0;5;201;1;4
LAX;Satellite 2;01/07/2019;1500 - 1600;8;20;11;18;8;20;141;18;0;0;0;0;0;4;163;1;4
LAX;Satellite 2;01/07/2019;1600 - 1700;13;30;16;30;14;30;94;62;0;0;0;0;0;4;160;1;5
LAX;Satellite 2;01/07/2019;1700 - 1800;9;23;11;19;9;23;142;19;0;0;0;0;0;5;166;1;4
LAX;Satellite 2;01/07/2019;1800 - 1900;16;50;19;53;17;53;332;269;69;13;0;0;0;22;705;4;5
LAX;Satellite 7;01/07/2019;0600 - 0700;9;14;0;0;9;14;6;0;0;0;0;0;0;1;7;1;0
LAX;Satellite 7;01/07/2019;0900 - 1000;28;45;40;84;35;84;0;115;88;16;26;0;0;8;253;1;4
LAX;Satellite 7;01/07/2019;1300 - 1400;10;22;12;22;11;22;118;26;0;0;0;0;0;5;149;1;4
LAX;Satellite 7;01/07/2019;1500 - 1600;11;29;19;56;15;56;235;100;16;22;0;0;0;11;384;2;7
LAX;Satellite 7;01/07/2019;1700 - 1800;15;38;20;41;17;41;181;199;32;0;0;0;0;14;426;2;7
LAX;Satellite 7;01/07/2019;1800 - 1900;11;23;12;23;11;23;263;82;0;0;0;0;0;10;355;2;6
LAX;Satellite 7;01/07/2019;1900 - 2000;19;29;21;29;19;29;37;137;0;0;0;0;0;6;180;1;7
LAX;Satellite 7;01/07/2019;2000 - 2100;17;34;20;35;18;35;91;129;17;0;0;0;0;7;244;2;7
LAX;Satellite 7;01/07/2019;2100 - 2200;25;33;0;0;25;33;0;11;4;0;0;0;0;1;16;2;0
LAX;Terminal 4;01/07/2019;0500 - 0600;22;31;0;0;22;31;0;13;1;0;0;0;0;1;15;2;0
LAX;Terminal 4;01/07/2019;1100 - 1200;10;45;32;71;24;71;150;34;30;39;22;0;0;9;284;1;6
LAX;Terminal 4;01/07/2019;1200 - 1300;10;42;33;82;24;82;171;14;24;20;45;0;0;8;282;1;5
LAX;Terminal 4;01/07/2019;1300 - 1400;8;33;32;81;29;81;121;44;19;29;47;0;0;6;266;1;6
LAX;Terminal 4;01/07/2019;1500 - 1600;18;42;24;52;21;52;183;176;56;21;0;0;0;13;449;2;7
LAX;Terminal 4;01/07/2019;1600 - 1700;10;62;16;32;12;62;133;58;4;2;1;0;0;12;210;1;8
LAX;Terminal 4;01/07/2019;1800 - 1900;19;31;0;0;19;31;8;7;4;0;0;0;0;0;19;2;0
LAX;Tom Bradley International Terminal;01/07/2019;0000 - 0100;7;20;8;20;7;20;165;9;0;0;0;0;0;5;179;1;7
LAX;Tom Bradley International Terminal;01/07/2019;0500 - 0600;23;48;23;48;23;48;185;444;176;8;0;0;0;27;840;3;21
LAX;Tom Bradley International Terminal;01/07/2019;0600 - 0700;12;48;23;67;18;67;1170;529;418;62;23;0;0;68;2270;7;24
LAX;Tom Bradley International Terminal;01/07/2019;0700 - 0800;19;80;25;84;22;84;837;601;339;148;37;0;0;63;2025;7;20
LAX;Tom Bradley International Terminal;01/07/2019;0800 - 0900;16;52;31;84;29;84;551;261;93;203;180;0;0;33;1321;4;34
LAX;Tom Bradley International Terminal;01/07/2019;0900 - 1000;10;52;23;56;19;56;665;275;153;136;0;0;0;31;1260;5;28
LAX;Tom Bradley International Terminal;01/07/2019;1000 - 1100;11;26;13;48;12;48;725;282;17;7;0;0;0;30;1061;5;22
LAX;Tom Bradley International Terminal;01/07/2019;1100 - 1200;8;28;12;35;10;35;757;186;19;0;0;0;0;33;995;4;25
LAX;Tom Bradley International Terminal;01/07/2019;1200 - 1300;9;32;16;41;13;41;854;346;74;0;0;0;0;45;1319;6;34
LAX;Tom Bradley International Terminal;01/07/2019;1300 - 1400;10;39;15;43;13;43;1564;801;144;0;0;0;0;73;2582;7;35
LAX;Tom Bradley International Terminal;01/07/2019;1400 - 1500;10;49;21;68;16;68;945;248;144;95;13;0;0;47;1492;6;38
LAX;Tom Bradley International Terminal;01/07/2019;1500 - 1600;5;30;19;52;15;52;599;247;145;35;0;0;0;30;1056;3;30
LAX;Tom Bradley International Terminal;01/07/2019;1600 - 1700;14;53;16;66;15;66;1347;391;236;99;14;0;0;66;2153;8;36
LAX;Tom Bradley International Terminal;01/07/2019;1700 - 1800;14;48;22;95;19;95;1179;816;280;68;56;3;0;75;2477;9;36
LAX;Tom Bradley International Terminal;01/07/2019;1800 - 1900;15;80;37;108;25;108;1210;741;232;136;315;16;0;94;2744;11;34
LAX;Tom Bradley International Terminal;01/07/2019;1900 - 2000;20;89;43;106;32;106;732;735;148;70;444;50;0;68;2247;9;40
LAX;Tom Bradley International Terminal;01/07/2019;2000 - 2100;22;106;56;109;40;109;222;315;113;83;166;95;0;27;1021;5;21
LAX;Tom Bradley International Terminal;01/07/2019;2100 - 2200;22;82;35;83;26;83;320;316;90;12;130;0;0;24;892;5;20
LAX;Tom Bradley International Terminal;01/07/2019;2200 - 2300;24;68;36;68;27;68;183;313;163;77;40;0;0;29;805;5;18
LAX;Tom Bradley International Terminal;01/07/2019;2300 - 0000;14;71;19;71;16;71;333;207;53;17;7;0;0;29;646;4;15
LAX;Satellite 2;01/08/2019;0700 - 0800;14;32;0;0;14;32;28;5;4;0;0;0;0;0;37;2;0
LAX;Satellite 2;01/08/2019;0900 - 1000;10;29;13;29;11;29;162;63;0;0;0;0;0;8;233;2;5
LAX;Satellite 2;01/08/2019;1000 - 1100;18;53;25;56;20;56;170;180;95;12;0;0;0;15;472;3;8
LAX;Satellite 2;01/08/2019;1100 - 1200;8;27;12;27;10;27;126;30;0;0;0;0;0;4;160;1;7
LAX;Satellite 2;01/08/2019;1200 - 1300;10;26;15;34;13;34;159;68;14;0;0;0;0;4;245;1;7
LAX;Satellite 2;01/08/2019;1300 - 1400;10;28;17;31;13;31;217;116;4;0;0;0;0;9;346;2;7
LAX;Satellite 2;01/08/2019;1500 - 1600;13;30;14;30;13;30;96;50;0;0;0;0;0;3;149;1;4
LAX;Satellite 2;01/08/2019;1600 - 1700;6;9;0;0;6;9;11;0;0;0;0;0;0;0;11;1;0
LAX;Satellite 2;01/08/2019;1700 - 1800;8;20;13;20;9;20;132;26;0;0;0;0;0;3;161;1;3
LAX;Satellite 2;01/08/2019;1800 - 1900;22;73;27;84;24;84;194;309;111;34;39;0;0;23;710;4;5
LAX;Satellite 7;01/08/2019;0500 - 0600;27;31;0;0;27;31;0;6;1;0;0;0;0;1;8;1;0
LAX;Satellite 7;01/08/2019;0600 - 0700;12;26;0;0;12;26;7;3;0;0;0;0;0;0;10;1;0
LAX;Satellite 7;01/08/2019;1100 - 1200;23;52;29;53;26;53;20;154;55;16;0;0;0;8;253;1;6
LAX;Satellite 7;01/08/2019;1500 - 1600;9;43;18;46;14;46;253;87;40;3;0;0;0;12;395;2;7
LAX;Satellite 7;01/08/2019;1600 - 1700;19;47;23;47;20;47;185;214;81;17;0;0;0;14;511;3;8
LAX;Satellite 7;01/08/2019;1700 - 1800;25;55;30;56;26;56;63;160;96;23;0;0;0;12;354;2;7
LAX;Satellite 7;01/08/2019;1800 - 1900;14;24;15;24;14;24;100;73;0;0;0;0;0;5;178;1;7
LAX;Terminal 4;01/08/2019;0500 - 0600;31;37;0;0;31;37;0;6;12;0;0;0;0;1;19;2;0
LAX;Terminal 4;01/08/2019;0700 - 0800;11;12;0;0;11;12;5;0;0;0;0;0;0;1;6;1;0
LAX;Terminal 4;01/08/2019;1100 - 1200;9;51;24;58;18;58;174;38;37;29;0;0;0;7;285;1;7
LAX;Terminal 4;01/08/2019;1300 - 1400;9;16;40;88;34;88;100;44;25;40;59;0;0;9;277;1;9
LAX;Terminal 4;01/08/2019;1500 - 1600;9;34;18;47;14;47;191;40;33;8;0;0;0;8;280;1;7
LAX;Terminal 4;01/08/2019;1600 - 1700;12;55;37;81;22;81;172;17;7;20;32;0;0;8;256;2;5
LAX;Tom Bradley International Terminal;01/08/2019;0000 - 0100;8;18;11;17;9;18;153;16;0;0;0;0;0;6;175;1;12
LAX;Tom Bradley International Terminal;01/08/2019;0500 - 0600;30;60;35;67;32;67;0;390;304;54;23;0;0;22;793;3;21
LAX;Tom Bradley International Terminal;01/08/2019;0600 - 0700;11;42;17;56;15;56;1332;733;173;23;0;0;0;77;2338;7;25
LAX;Tom Bradley International Terminal;01/08/2019;0700 - 0800;13;47;27;66;20;66;601;387;140;93;24;0;0;36;1281;5;21
LAX;Tom Bradley International Terminal;01/08/2019;0800 - 0900;18;58;16;58;17;58;866;899;126;14;0;0;0;60;1965;7;29
LAX;Tom Bradley International Terminal;01/08/2019;0900 - 1000;13;34;14;36;13;36;963;582;46;0;0;0;0;48;1639;7;28
LAX;Tom Bradley International Terminal;01/08/2019;1000 - 1100;11;31;14;41;13;41;1096;461;65;0;0;0;0;58;1680;7;22
LAX;Tom Bradley International Terminal;01/08/2019;1100 - 1200;13;52;17;54;15;54;848;360;124;30;0;0;0;42;1404;5;21
LAX;Tom Bradley International Terminal;01/08/2019;1200 - 1300;5;29;14;36;11;36;555;204;34;0;0;0;0;27;820;3;25
LAX;Tom Bradley International Terminal;01/08/2019;1300 - 1400;15;44;16;59;16;59;1350;1067;222;8;0;0;0;87;2734;7;34
LAX;Tom Bradley International Terminal;01/08/2019;1400 - 1500;16;68;29;72;22;72;658;570;176;170;51;0;0;49;1674;7;33
LAX;Tom Bradley International Terminal;01/08/2019;1500 - 1600;7;29;14;38;11;38;545;201;16;0;0;0;0;25;787;3;26
LAX;Tom Bradley International Terminal;01/08/2019;1600 - 1700;14;57;19;62;17;62;1266;847;291;53;4;0;0;70;2531;10;33
LAX;Tom Bradley International Terminal;01/08/2019;1700 - 1800;10;47;16;50;13;50;1170;459;124;9;0;0;0;51;1813;5;29
LAX;Tom Bradley International Terminal;01/08/2019;1800 - 1900;17;73;33;96;26;96;673;718;376;111;132;17;0;59;2086;10;33
LAX;Tom Bradley International Terminal;01/08/2019;1900 - 2000;17;71;34;78;23;78;846;700;197;222;126;0;0;72;2163;8;33
LAX;Tom Bradley International Terminal;01/08/2019;2000 - 2100;15;39;18;39;16;39;213;166;47;0;0;0;0;15;441;2;13
LAX;Tom Bradley International Terminal;01/08/2019;2100 - 2200;21;54;23;53;21;54;115;271;51;18;0;0;0;14;469;3;12
LAX;Tom Bradley International Terminal;01/08/2019;2200 - 2300;15;43;13;44;14;44;596;369;85;0;0;0;0;30;1080;6;14
LAX;Tom Bradley International Terminal;01/08/2019;2300 - 0000;20;55;25;55;21;55;228;223;155;35;0;0;0;21;662;4;13
LAX;Satellite 2;01/09/2019;0700 - 0800;9;25;0;0;9;25;12;1;0;0;0;0;0;1;14;1;0
LAX;Satellite 2;01/09/2019;0900 - 1000;4;35;10;35;7;35;133;14;3;0;0;0;0;5;155;1;3
LAX;Satellite 2;01/09/2019;1000 - 1100;9;21;12;22;10;22;210;51;0;0;0;0;0;6;267;2;8
LAX;Satellite 2;01/09/2019;1100 - 1200;14;34;15;34;14;34;200;142;6;0;0;0;0;12;360;2;9
LAX;Satellite 2;01/09/2019;1200 - 1300;12;23;13;24;13;24;92;58;0;0;0;0;0;4;154;1;8
LAX;Satellite 2;01/09/2019;1300 - 1400;9;21;12;22;10;22;157;29;0;0;0;0;0;6;192;1;6
LAX;Satellite 2;01/09/2019;1400 - 1500;11;23;13;30;12;30;149;79;0;0;0;0;0;4;232;1;6
LAX;Satellite 2;01/09/2019;1500 - 1600;14;33;15;32;14;33;161;144;8;0;0;0;0;6;319;2;6
LAX;Satellite 2;01/09/2019;1700 - 1800;11;33;16;37;13;37;278;98;13;0;0;0;0;13;402;3;6
LAX;Satellite 2;01/09/2019;1800 - 1900;11;32;14;34;12;34;199;86;10;0;0;0;0;8;303;2;6
LAX;Satellite 7;01/09/2019;0900 - 1000;35;53;43;74;39;74;0;79;113;33;26;0;0;4;255;1;6
LAX;Satellite 7;01/09/2019;1400 - 1500;10;19;12;19;11;19;147;27;0;0;0;0;0;2;176;1;3
LAX;Satellite 7;01/09/2019;1500 - 1600;11;40;18;58;14;58;262;85;21;12;0;0;0;13;393;2;6
LAX;Satellite 7;01/09/2019;1700 - 1800;21;66;27;75;23;75;196;343;112;34;13;0;0;23;721;4;6
LAX;Satellite 7;01/09/2019;1800 - 1900;26;57;39;58;28;58;53;139;118;29;0;0;0;11;350;2;6
LAX;Terminal 4;01/09/2019;0500 - 0600;20;28;23;23;20;28;1;7;0;0;0;0;0;1;9;1;0
LAX;Terminal 4;01/09/2019;0600 - 0700;18;40;40;40;19;40;10;11;5;0;0;0;0;1;27;2;0
LAX;Terminal 4;01/09/2019;1100 - 1200;10;55;32;85;22;85;330;67;49;47;58;0;0;16;567;2;6
LAX;Terminal 4;01/09/2019;1400 - 1500;15;91;52;109;40;109;148;173;37;27;116;61;0;17;579;3;8
LAX;Terminal 4;01/09/2019;1500 - 1600;19;29;0;0;19;29;4;3;0;0;0;0;0;0;7;1;0
LAX;Terminal 4;01/09/2019;1600 - 1700;10;29;24;52;17;52;146;61;32;13;0;0;0;7;259;1;6
LAX;Tom Bradley International Terminal;01/09/2019;0500 - 0600;20;59;23;62;21;62;311;252;117;63;1;0;0;25;769;3;23
LAX;Tom Bradley International Terminal;01/09/2019;0600 - 0700;19;55;29;110;25;110;869;1050;395;207;156;9;0;87;2773;9;23
LAX;Tom Bradley International Terminal;01/09/2019;0700 - 0800;16;90;39;108;27;108;639;332;99;31;128;90;0;41;1360;5;22
LAX;Tom Bradley International Terminal;01/09/2019;0800 - 0900;24;113;54;142;39;142;825;571;258;102;271;260;90;70;2447;9;24
LAX;Tom Bradley International Terminal;01/09/2019;0900 - 1000;17;105;38;123;30;123;686;189;30;53;88;143;11;44;1244;6;20
LAX;Tom Bradley International Terminal;01/09/2019;1000 - 1100;15;41;31;87;22;87;326;209;52;25;60;0;0;21;693;3;20
LAX;Tom Bradley International Terminal;01/09/2019;1100 - 1200;11;66;31;89;23;89;691;276;117;103;136;0;0;42;1365;6;34
LAX;Tom Bradley International Terminal;01/09/2019;1200 - 1300;9;49;24;69;17;69;904;332;142;87;43;0;0;50;1558;5;41
LAX;Tom Bradley International Terminal;01/09/2019;1300 - 1400;10;43;23;96;17;96;1227;539;223;50;53;7;0;67;2166;7;31
LAX;Tom Bradley International Terminal;01/09/2019;1400 - 1500;16;96;47;104;32;104;1063;732;152;65;379;196;0;83;2670;9;36
LAX;Tom Bradley International Terminal;01/09/2019;1500 - 1600;12;43;30;59;19;59;298;128;71;61;0;0;0;18;576;2;29
LAX;Tom Bradley International Terminal;01/09/2019;1600 - 1700;13;92;28;105;20;105;1173;471;200;117;116;14;0;67;2158;9;30
LAX;Tom Bradley International Terminal;01/09/2019;1700 - 1800;16;116;63;133;41;133;1067;592;160;55;271;495;46;84;2770;9;30
LAX;Tom Bradley International Terminal;01/09/2019;1800 - 1900;24;132;67;136;45;136;475;455;516;266;181;301;86;69;2349;10;36
LAX;Tom Bradley International Terminal;01/09/2019;1900 - 2000;21;95;68;122;43;122;410;652;288;205;54;413;6;66;2094;8;30
LAX;Tom Bradley International Terminal;01/09/2019;2000 - 2100;23;91;36;107;30;107;334;286;129;41;61;62;0;33;946;4;20
LAX;Tom Bradley International Terminal;01/09/2019;2100 - 2200;24;82;39;95;29;95;379;373;151;81;154;15;0;45;1198;7;21
LAX;Tom Bradley International Terminal;01/09/2019;2200 - 2300;15;63;26;63;19;63;407;40;59;95;8;0;0;34;643;4;17
LAX;Tom Bradley International Terminal;01/09/2019;2300 - 0000;13;42;18;44;15;44;242;170;37;0;0;0;0;22;471;3;15
LAX;Satellite 2;01/10/2019;0600 - 0700;18;28;28;28;20;28;5;6;0;0;0;0;0;0;11;1;0
LAX;Satellite 2;01/10/2019;0700 - 0800;7;13;0;0;7;13;8;0;0;0;0;0;0;1;9;1;0
LAX;Satellite 2;01/10/2019;0900 - 1000;13;47;19;47;15;47;87;56;13;4;0;0;0;4;164;2;4
LAX;Satellite 2;01/10/2019;1000 - 1100;15;52;18;52;16;52;159;70;28;12;0;0;0;8;277;2;6
LAX;Satellite 2;01/10/2019;1100 - 1200;19;52;25;56;21;56;162;176;56;36;0;0;0;9;439;3;6
LAX;Satellite 2;01/10/2019;1200 - 1300;18;43;23;43;20;43;63;43;39;0;0;0;0;5;150;1;6
LAX;Satellite 2;01/10/2019;1300 - 1400;19;78;28;77;24;78;161;121;95;12;27;0;0;13;429;2;4
LAX;Satellite 2;01/10/2019;1500 - 1600;8;23;11;25;9;25;236;47;0;0;0;0;0;8;291;2;4
LAX;Satellite 2;01/10/2019;1600 - 1700;17;27;0;0;17;27;4;11;0;0;0;0;0;0;15;1;0
LAX;Satellite 2;01/10/2019;1700 - 1800;9;19;11;21;9;21;133;24;0;0;0;0;0;3;160;1;4
LAX;Satellite 2;01/10/2019;1800 - 1900;19;54;25;60;22;60;182;307;76;50;0;0;0;19;634;5;6
LAX;Satellite 5;01/10/2019;1900 - 2000;0;0;23;28;23;28;0;7;0;0;0;0;0;1;8;1;1
LAX;Satellite 7;01/10/2019;0600 - 0700;22;33;24;24;22;33;8;14;2;0;0;0;0;1;25;1;0
LAX;Satellite 7;01/10/2019;1000 - 1100;11;38;15;38;12;38;170;60;14;0;0;0;0;7;251;1;5
LAX;Satellite 7;01/10/2019;1200 - 1300;10;21;11;21;10;21;116;21;0;0;0;0;0;3;140;1;4
LAX;Satellite 7;01/10/2019;1500 - 1600;9;31;28;73;18;73;239;66;27;21;21;0;0;13;387;2;5
LAX;Satellite 7;01/10/2019;1600 - 1700;12;36;29;66;18;66;189;124;21;24;9;0;0;12;379;2;5
LAX;Satellite 7;01/10/2019;1700 - 1800;26;95;38;90;29;95;119;182;145;33;36;2;0;17;534;3;5
LAX;Satellite 7;01/10/2019;1800 - 1900;28;74;25;33;27;74;13;75;28;0;5;0;0;4;125;1;3
